Time,Empty,Time,Si_chip,Time,Paper Only,Time,Paper+Si
9.6763691,1.08498,25.55888973,0.805031,10.2102359,0.791283,26.09275653,0.486312
9.7430691,0.844732,25.62562308,0.483887,10.2769359,0.771164,26.15948988,0.469514
9.8098358,0.697116,25.69235643,0.419167,10.3437026,0.75869,26.22622323,0.436339
9.8765358,0.804473,25.75908978,0.448608,10.4104026,0.714249,26.29295658,0.315423
9.9433025,1.01787,25.82582313,0.687859,10.4771693,0.638786,26.35968993,0.351548
10.0100025,0.909126,25.89255648,0.812546,10.5438693,0.783691,26.42642661,0.419374
10.0767692,0.634707,25.95928983,0.610504,10.610636,0.688141,26.49315996,0.490527
10.1434692,0.48206,26.02602318,0.376457,10.677336,0.635628,26.55989331,0.419467
10.2102359,0.385538,26.09275653,0.301544,10.7441027,0.527145,26.62662666,0.35186
10.2769359,0.425663,26.15948988,0.2267,10.8108027,0.59874,26.69336001,0.268488
10.3437026,0.70511,26.22622323,0.496582,10.8775694,0.683533,26.76009336,0.2198
10.4104026,0.614441,26.29295658,0.606094,10.9442694,0.620461,26.82682671,0.31821
10.4771693,0.376053,26.35968993,0.358917,11.0110361,0.707619,26.89356006,0.39331
10.5438693,0.437602,26.42642661,0.169029,11.0777361,0.803284,26.96029341,0.432979
10.610636,0.577277,26.49315996,0.535347,11.1445028,0.71196,27.02702676,0.427303
10.677336,0.584999,26.55989331,0.581169,11.2112028,0.69632,27.09376011,0.455752
10.7441027,0.637655,26.62662666,0.600136,11.2779695,0.571892,27.16049346,0.477451
10.8108027,0.492085,26.69336001,0.552582,11.3446695,0.735146,27.22722681,0.482951
10.8775694,0.215424,26.76009336,0.338722,11.4114362,0.661079,27.29396016,0.501469
10.9442694,0.348323,26.82682671,0.406456,11.4781362,0.735794,27.36069351,0.470814
11.0110361,0.512878,26.89356006,0.575714,11.5449029,0.503113,27.42742686,0.331542
11.0777361,0.310427,26.96029341,0.505379,11.6116029,0.663643,27.49416021,0.426878
11.1445028,0.257613,27.02702676,0.383217,11.6783696,0.488106,27.56089356,0.324857
11.2112028,0.258805,27.09376011,0.170731,11.7450696,0.465416,27.62762691,0.346018
11.2779695,0.328801,27.16049346,0.335106,11.8118363,0.536224,27.69436026,0.32451
11.3446695,0.254252,27.22722681,0.428436,11.8785363,0.354088,27.76109361,0.348988
11.4114362,0.214728,27.29396016,0.252403,11.945303,0.520103,27.82782696,0.357499
11.4781362,0.350643,27.36069351,0.441063,12.012003,0.355919,27.89456031,0.409209
11.5449029,0.0769145,27.42742686,0.457664,12.0787697,0.428879,27.96129366,0.384281
11.6116029,-0.0730786,27.49416021,0.165192,12.1454697,0.240685,28.02802701,0.420281
11.6783696,0.0143254,27.56089356,0.132759,12.2122364,0.347366,28.09476036,0.34291
11.7450696,0.0139008,27.62762691,0.159187,12.2789364,0.221878,28.16149371,0.368998
11.8118363,-0.0405476,27.69436026,0.226753,12.3457031,0.149895,28.22822706,0.275313
11.8785363,-0.106394,27.76109361,0.00540161,12.4124031,0.142128,28.29496041,0.350661
11.945303,-0.179612,27.82782696,0.144707,12.4791698,0.181717,28.36169376,0.253425
12.012003,-0.411969,27.89456031,-0.104111,12.5458698,-0.159081,28.42842711,0.138213
12.0787697,-0.272093,27.96129366,-0.22261,12.6126365,-0.00866699,28.49516046,0.0160446
12.1454697,-0.121192,28.02802701,0.0352936,12.6793365,0.00674438,28.56189381,0.0324081
12.2122364,-0.161949,28.09476036,0.0519409,12.7461032,-0.124847,28.62862716,-0.00544313
12.2789364,-0.066219,28.16149371,0.121544,12.8128032,-0.0523148,28.69536051,0.158758
12.3457031,-0.334028,28.22822706,0.124016,12.8795699,-0.0518951,28.76209386,0.16049
12.4124031,-0.337464,28.29496041,-0.330948,12.9462699,-0.191887,28.82882721,0.0952122
12.4791698,-0.212042,28.36169376,-0.146233,13.0130366,-0.148468,28.89556056,0.0328912
12.5458698,-0.186807,28.42842711,-0.00151825,13.0797366,-0.17411,28.96229391,-0.0654187
12.6126365,-0.287703,28.49516046,-0.0287704,13.1465033,-0.120178,29.02902726,-0.0275955
12.6793365,-0.362118,28.56189381,-0.203499,13.2132033,-0.253319,29.09576061,-0.088986
12.7461032,-0.230111,28.62862716,-0.109558,13.27997,-0.269249,29.16249396,-0.0455687
12.8128032,-0.37033,28.69536051,-0.0638199,13.34667,-0.17276,29.22922731,-0.11753
12.8795699,-0.391591,28.76209386,-0.228004,13.4134367,-0.14267,29.29596066,-0.194842
12.9462699,-0.149826,28.82882721,-0.164124,13.4801367,-0.170868,29.36269401,-0.129721
13.0130366,-0.0640259,28.89556056,0.0767365,13.5469034,0.0049057,29.42942736,-0.0847458
13.0797366,-0.0251422,28.96229391,0.0774689,13.6136034,0.0564575,29.49616071,-0.15743
13.1465033,-0.00667237,29.02902726,0.176582,13.6803701,0.131172,29.56289406,-4.60E-04
13.2132033,0.0290366,29.09576061,0.143311,13.7470701,0.208488,29.62962741,0.0156666
13.27997,0.185446,29.16249396,0.305183,13.8138368,0.051857,29.69636076,-0.0312991
13.34667,0.0556709,29.22922731,0.0376663,13.8805368,0.207947,29.76309411,-0.0438571
13.4134367,0.344725,29.29596066,0.154648,13.9473035,0.397102,29.82982746,0.0549291
13.4801367,0.542282,29.36269401,0.57856,14.0140035,0.42292,29.89656081,0.106722
13.5469034,0.384065,29.42942736,0.46785,14.0807702,0.321632,29.96329416,0.126886
