Var1,Var2,Var3
85.0647,5e-07,NaN
85.0724,3.5e-06,NaN
85.0801,7.9375e-06,NaN
85.0878,5.5625e-06,NaN
85.0955,4.1875e-06,NaN
85.1032,2.0625e-06,NaN
85.1109,3.125e-07,NaN
85.1186,5e-07,NaN
85.1263,3.5e-06,NaN
85.134,6.3125e-06,NaN
85.1417,2.3125e-06,NaN
85.1494,1.375e-06,NaN
85.1571,6.25e-07,NaN
85.1648,2.375e-06,NaN
85.1725,-1.625e-06,NaN
85.1802,-1.9375e-06,NaN
85.1879,4.5e-06,NaN
85.1956,1.5e-06,NaN
85.2033,-5e-07,NaN
85.211,8.75e-07,NaN
85.2187,5.3125e-06,NaN
85.2264,2.8125e-06,NaN
85.2341,1.4375e-06,NaN
85.2418,6.5e-06,NaN
85.2495,0,NaN
85.2572,-3.75e-07,NaN
85.2649,1.25e-07,NaN
85.2726,-6.25e-06,NaN
85.2803,2.5e-07,NaN
85.288,-1.0625e-06,NaN
85.2957,5.625e-06,NaN
85.3034,1.375e-06,NaN
85.3111,5.5625e-06,NaN
85.3188,3.75e-07,NaN
85.3265,7.25e-06,NaN
85.3342,-7.5e-07,NaN
85.3419,5.875e-06,NaN
85.3496,-4.375e-07,NaN
85.3573,5.625e-07,NaN
85.365,-1.1875e-06,NaN
85.3727,-5.5e-06,NaN
85.3804,-3.3125e-06,NaN
85.3881,2.5e-06,NaN
85.3958,-2.5e-07,NaN
85.4035,-5e-07,NaN
85.4112,2.6875e-06,NaN
85.4189,5.25e-06,NaN
85.4266,4.3125e-06,NaN
85.4343,-5.625e-07,NaN
85.442,-5.5e-06,NaN
85.4497,-7.25e-06,NaN
85.4574,-6.5625e-06,NaN
85.465,-4.5e-06,NaN
85.4727,-3.125e-07,NaN
85.4804,1.5625e-06,NaN
85.4881,1.625e-06,NaN
85.4958,1.25e-07,NaN
85.5035,-4.375e-07,NaN
85.5112,-5.375e-06,NaN
85.5189,-5.875e-06,NaN
85.5266,-5.0625e-06,NaN
85.5343,-5.75e-06,NaN
85.542,-2.625e-06,NaN
85.5497,-1.0625e-06,NaN
85.5574,-1.875e-07,NaN
85.5651,1.375e-06,NaN
85.5728,4.625e-06,NaN
85.5805,5.625e-06,NaN
85.5882,5.1875e-06,NaN
85.5959,4e-06,NaN
85.6036,1.125e-06,NaN
85.6113,1.875e-07,NaN
85.619,2.5e-07,NaN
85.6267,3.125e-07,NaN
85.6344,3.25e-06,NaN
85.6421,2.1875e-06,NaN
85.6498,8.75e-07,NaN
85.6575,-8.75e-07,NaN
85.6652,0,NaN
85.6729,5.6875e-06,NaN
85.6806,3.5e-06,NaN
85.6883,6.25e-07,NaN
85.696,-3.5625e-06,NaN
85.7037,-4.1875e-06,NaN
85.7114,-4.75e-06,NaN
85.7191,-2.875e-06,NaN
85.7268,3.75e-07,NaN
85.7345,3.1875e-06,NaN
85.7422,1.375e-06,NaN
85.7499,-2.0625e-06,NaN
85.7576,-2.5e-06,NaN
85.7653,1.875e-07,NaN
85.773,1.4375e-06,NaN
85.7807,-3.4375e-06,NaN
85.7884,2e-06,NaN
85.7961,3.4375e-06,NaN
85.8038,-2.5e-06,NaN
85.8115,2.5e-07,NaN
85.8192,8.125e-07,NaN
85.8269,-1.375e-06,NaN
85.8346,5.3125e-06,NaN
85.8423,1.8125e-06,NaN
85.85,3.625e-06,NaN
85.8577,1.5625e-06,NaN
85.8654,-1.8125e-06,NaN
85.8731,2.75e-06,NaN
85.8808,-4.625e-06,NaN
85.8885,6.875e-07,NaN
85.8961,-4.75e-06,NaN
85.9039,1.9375e-06,NaN
85.9116,4.375e-07,NaN
85.9193,8.125e-07,NaN
85.9269,6.8125e-06,NaN
85.9346,4.5625e-06,NaN
85.9423,1.9375e-06,NaN
85.95,-1.875e-06,NaN
85.9577,1.625e-06,NaN
85.9654,1.25e-06,NaN
85.9731,-3.0625e-06,NaN
85.9808,-3.125e-06,NaN
85.9885,1.25e-06,NaN
85.9962,1.25e-06,NaN
86.0039,-2.875e-06,NaN
86.0116,-6.25e-06,NaN
86.0193,-4.375e-06,NaN
86.027,-1.8125e-06,NaN
86.0347,2.875e-06,NaN
86.0424,6.25e-06,NaN
86.0501,3.5625e-06,NaN
86.0578,3.6875e-06,NaN
86.0655,2.875e-06,NaN
86.0732,3.4375e-06,NaN
86.0809,4.5e-06,NaN
86.0886,-6.25e-08,NaN
86.0963,-1.875e-07,NaN
86.104,1.5625e-06,NaN
86.1117,9.375e-07,NaN
86.1194,-1.6875e-06,NaN
86.1271,-2.75e-06,NaN
86.1348,-4e-06,NaN
86.1425,-3.875e-06,NaN
86.1502,-1.875e-06,NaN
86.1579,-9.375e-07,NaN
86.1656,2.25e-06,NaN
86.1733,3.6875e-06,NaN
86.181,3.625e-06,NaN
86.1887,3.9375e-06,NaN
86.1964,5.625e-06,NaN
86.2041,3.375e-06,NaN
86.2118,6.875e-07,NaN
86.2195,-8.75e-07,NaN
86.2272,1.25e-07,NaN
86.2349,-3.75e-06,NaN
86.2426,-1.1875e-06,NaN
86.2503,-6.125e-06,NaN
86.258,-3.3125e-06,NaN
86.2657,-3.1875e-06,NaN
86.2734,-6.25e-06,NaN
86.2811,-6.5625e-06,NaN
86.2888,-6.625e-06,NaN
86.2965,-7e-06,NaN
86.3042,-3.3125e-06,NaN
86.3119,1.375e-06,NaN
86.3196,-1.0625e-06,NaN
86.3273,-1.25e-06,NaN
86.335,3.4375e-06,NaN
86.3427,2.5e-06,NaN
86.3503,-2.5625e-06,NaN
86.358,-5.0625e-06,NaN
86.3657,-5.5e-06,NaN
86.3734,1.625e-06,NaN
86.3811,2.625e-06,NaN
86.3888,-6.25e-08,NaN
86.3965,2.875e-06,NaN
86.4042,9.375e-07,NaN
86.4119,-1.25e-07,NaN
86.4196,4.625e-06,NaN
86.4273,-1.0625e-06,NaN
86.435,2.8125e-06,NaN
86.4427,2e-06,NaN
86.4504,3e-06,NaN
86.4581,6.375e-06,NaN
86.4658,7.5e-07,NaN
86.4735,5.5625e-06,NaN
86.4812,3.9375e-06,NaN
86.4889,6.375e-06,NaN
86.4966,2.375e-06,NaN
86.5043,2.25e-06,NaN
86.512,-6.875e-07,NaN
86.5197,6.25e-07,NaN
86.5274,-3.3125e-06,NaN
86.5351,4.1875e-06,NaN
86.5428,6.875e-07,NaN
86.5505,2.1875e-06,NaN
86.5582,3e-06,NaN
86.5659,0,NaN
86.5736,4.5e-06,NaN
86.5813,4.6875e-06,NaN
86.589,9.9375e-06,NaN
86.5967,8.1875e-06,NaN
86.6044,5.4375e-06,NaN
86.6121,8.75e-06,NaN
86.6198,1.0625e-06,NaN
86.6275,3.1875e-06,NaN
86.6352,3.5625e-06,NaN
86.6429,-6.25e-08,NaN
86.6506,7.3125e-06,NaN
86.6583,7.5e-07,NaN
86.666,3.875e-06,NaN
86.6737,7.9375e-06,NaN
86.6814,6.75e-06,NaN
86.6891,4.375e-06,NaN
86.6968,4.25e-06,NaN
86.7045,8.625e-06,NaN
86.7122,7.3125e-06,NaN
86.7199,8.4375e-06,NaN
86.7276,8.6875e-06,NaN
86.7353,4.4375e-06,NaN
86.743,1.1875e-06,NaN
86.7507,2.0625e-06,NaN
86.7584,5.0625e-06,NaN
86.7661,5.75e-06,NaN
86.7738,5.6875e-06,NaN
86.7814,4.625e-06,NaN
86.7891,1.5625e-06,NaN
86.7968,2e-06,NaN
86.8045,-6.25e-08,NaN
86.8122,1.5625e-06,NaN
86.8199,2.5e-06,NaN
86.8276,9.375e-07,NaN
86.8353,7.5e-07,NaN
86.843,6.875e-07,NaN
86.8507,3.75e-07,NaN
86.8584,1.25e-06,NaN
86.8661,1.75e-06,NaN
86.8738,2.0625e-06,NaN
86.8815,3.1875e-06,NaN
86.8892,3e-06,NaN
86.8969,4.3125e-06,NaN
86.9046,4.0625e-06,NaN
86.9123,1.5625e-06,NaN
86.92,1.8125e-06,NaN
86.9277,7.5e-07,NaN
86.9354,3.5625e-06,NaN
86.9431,6.9375e-06,NaN
86.9508,7.0625e-06,NaN
86.9585,4.9375e-06,NaN
86.9662,7.9375e-06,NaN
86.9739,7.875e-06,NaN
86.9816,7.9375e-06,NaN
86.9893,6.875e-06,NaN
86.997,6.9375e-06,NaN
87.0047,4.625e-06,NaN
87.0124,8.9375e-06,NaN
87.0201,1.3e-05,NaN
87.0278,9.25e-06,NaN
87.0355,8.5625e-06,NaN
87.0432,6.3125e-06,NaN
87.0509,1.025e-05,NaN
87.0586,5.125e-06,NaN
87.0663,2.25e-06,NaN
87.074,6.5e-06,NaN
87.0817,2.8125e-06,NaN
87.0894,5.5625e-06,NaN
87.0971,2.25e-06,NaN
87.1048,4.25e-06,NaN
87.1125,8.0625e-06,NaN
87.1202,1.14375e-05,NaN
87.1279,1.16875e-05,NaN
87.1356,9.4375e-06,NaN
87.1433,7.75e-06,NaN
87.151,8.5e-06,NaN
87.1587,7.9375e-06,NaN
87.1664,5.8125e-06,NaN
87.1741,4.625e-06,NaN
87.1818,8.125e-06,NaN
87.1895,3.625e-06,NaN
87.1972,3.625e-06,NaN
87.2048,7.9375e-06,NaN
87.2125,7.875e-06,NaN
87.2202,6.3125e-06,NaN
87.2279,1.1375e-05,NaN
87.2356,9.6875e-06,NaN
87.2433,5.5625e-06,NaN
87.251,5.5625e-06,NaN
87.2587,7.6875e-06,NaN
87.2664,2.75e-06,NaN
87.2741,3.1875e-06,NaN
87.2818,8.875e-06,NaN
87.2895,4.25e-06,NaN
87.2972,5.625e-06,NaN
87.3049,8.1875e-06,NaN
87.3126,6.6875e-06,NaN
87.3203,4.4375e-06,NaN
87.328,1.75e-06,NaN
87.3357,3.3125e-06,NaN
87.3434,6.5625e-06,NaN
87.3511,2.6875e-06,NaN
