-13.34256381,0.118408
-13.27578428,0.332848
-13.20900474,-0.383408
-13.14222521,0.0582886
-13.07544568,0.149773
-13.00866615,0.088356
-12.94188662,0.153534
-12.87510708,0.0868607
-12.80832755,0.253883
-12.74154802,0.248589
-12.67476849,0.279312
-12.60798896,0.216652
-12.54120943,0.0868835
-12.47442989,0.199409
-12.40765036,0.171158
-12.34087083,0.239029
-12.2740913,0.152084
-12.20731177,-0.134697
-12.14053223,0.133415
-12.0737527,0.0754089
-12.00697317,0.239578
-11.94019364,-0.353302
-11.87341411,0.127029
-11.80663458,-0.00634003
-11.73985504,0.0426636
-11.67307551,0.2145
-11.60629598,0.366615
-11.53951645,0.185486
-11.47273692,0.303444
-11.40595738,0.166168
-11.33917785,-0.0775223
-11.27239832,0.491951
-11.20561879,-0.452873
-11.13883926,0.0430145
-11.07205972,-0.0117874
-11.00528019,-0.105766
-10.93850066,-0.00481415
-10.87172113,-0.187889
-10.8049416,-0.0938416
-10.73816207,0.14801
-10.67138253,-0.0715027
-10.604603,0.0272446
-10.53782347,-0.261803
-10.47104394,0.110611
-10.40426441,-0.0198135
-10.33748487,-0.0976028
-10.27070534,-0.33223
-10.20392581,-0.361748
-10.13714628,-0.502617
-10.07036675,-0.0860062
-10.00358721,-0.446587
-9.936807683,-0.128784
-9.870028151,-0.278816
-9.803248619,-0.0751801
-9.736469088,0.375389
-9.669689556,0.382988
-9.602910024,0.265747
-9.536130492,0.356018
-9.46935096,0.528633
-9.402571428,0.821945
-9.335791896,0.845436
-9.269012365,0.242462
-9.202232833,0.700958
-9.135453301,1.1225
-9.068673769,0.778412
-9.001894237,0.592682
-8.935114705,0.515175
-8.868335173,0.34671
-8.801555642,0.782852
-8.73477611,0.280426
-8.667996578,0.290749
-8.601217046,-0.0245209
-8.534437514,-0.485962
-8.467657982,-0.822395
-8.40087845,-1.21173
-8.334098919,-1.13892
-8.267319387,-1.18411
-8.200539855,-1.20943
-8.133760323,-1.35497
-8.066980791,-1.5021
-8.000201259,-1.06988
-7.933421727,-1.00137
-7.866642196,-1.1174
-7.799862664,-0.998055
-7.733083132,-0.457497
-7.6663036,0.076149
-7.599524068,-0.180603
-7.532744536,-0.090004
-7.465965004,0.549019
-7.399185473,0.000152588
-7.332405941,0.754555
-7.265626409,0.86187
-7.198846877,0.873123
-7.132067345,1.07671
-7.065287813,0.959084
-6.998508281,0.760155
