Time,E
-1.4681337,0.112549
-1.401367,0.0268326
-1.334667,-0.0341187
-1.2679003,0.0656815
-1.2012003,0.121727
-1.1344336,0.176567
-1.0677336,0.0157471
-1.0009669,0.0808792
-0.9342669,0.0566483
-0.8675002,0.110565
-0.8008002,0.0225525
-0.7340335,0.0168076
-0.6673335,0.0334167
-0.6005668,0.0359955
-0.5338668,-0.0419006
-0.4671001,-0.0471268
-0.4004001,0.00588226
-0.3336334,0.0335236
-0.2669334,-0.0748367
-0.2001667,0.00123596
-0.1334667,-0.0912323
-0.0667,-0.127815
0,-0.0720978
0.0667667,-0.0631256
0.1334667,-0.0278625
0.2002334,-0.0732193
0.2669334,-0.0514221
0.3337001,0.0213089
0.4004001,0.0924225
0.4671668,0.124191
0.5338668,0.0569611
0.6006335,0.0281448
0.6673335,0.0191498
0.7341002,-0.0139999
0.8008002,0.129341
0.8675669,0.160133
0.9342669,0.0675888
1.0010336,5.26E-04
1.0677336,0.261909
1.1345003,0.167542
1.2012003,0.118896
1.267967,0.202362
1.334667,0.0622711
1.4014337,0.133224
1.4681337,0.0494919
1.5349004,0.170891
1.6016004,0.267914
1.6683671,0.238579
1.7350671,0.136681
1.8018338,0.119446
1.8685338,0.164368
1.9353005,0.197968
2.0020005,0.0842285
2.0687672,0.143867
2.1354672,0.162315
2.2022339,0.120796
2.2689339,0.0275269
2.3357006,0.0129929
2.4024006,-0.0427704
2.4691673,-0.18177
2.5358673,-0.264664
2.602634,-0.263603
2.669334,-0.259636
2.7361007,-0.149063
2.8028007,-0.0374222
2.8695674,0.393433
2.9362674,0.616516
3.0030341,0.758949
3.0697341,0.575699
3.1365008,0.282898
3.2032008,0.332932
3.2699675,0.321678
3.3366675,0.386757
3.4034342,0.3871
3.4701342,0.299568
3.5369009,0.379028
3.6036009,0.301331
3.6703676,0.258133
3.7370676,-0.0281601
3.8038343,-0.303101
3.8705343,-0.803246
3.937301,-1.21215
4.004001,-1.37013
4.0707677,-1.23017
4.1374677,-1.06429
4.2042344,-0.902336
4.2709344,-0.860878
4.3377011,-0.957115
4.4044011,-0.805542
4.4711678,-0.822968
4.5378678,-0.823769
4.6046345,-0.608139
4.6713345,-0.439484
4.7381012,-0.267578
4.8048012,-0.0890808
4.8715679,0.290916
4.9382679,0.353699
5.0050346,0.581291
5.0717346,0.782066
5.1385013,1.06455
5.2052013,1.34204
5.271968,1.32822
5.338668,1.60884
5.4054347,1.45725
5.4721347,1.692
5.5389014,1.72213
5.6056014,1.72953
5.6723681,1.74998
5.7390681,1.94696
5.8058348,1.98586
5.8725348,1.89617
5.9393015,1.77732
6.0060015,1.66473
6.0727682,1.3917
6.1394682,0.961487
6.2062349,0.606689
6.2729349,0.532288
6.3397016,0.352196
6.4064016,0.414032
6.4731683,0.326721
6.5398683,0.151047
6.606635,-0.0887985
6.673335,-0.239273
6.7401017,-0.354599
6.8068017,-0.635857
6.8735684,-0.713455
6.9402684,-1.03419
7.0070351,-1.14708
7.0737351,-1.25366
7.1405018,-1.31648
7.2072018,-1.36957
7.2739685,-1.20557
7.3406685,-0.980347
7.4074352,-0.748535
7.4741352,-0.405762
7.5409019,0.062439
7.6076019,0.998291
7.6743686,1.72847
7.7410686,2.48811
7.8078353,2.83094
7.8745353,2.87452
7.941302,2.68951
8.008002,2.84563
8.0747687,3.26042
8.1414687,3.38375
8.2082354,3.15377
8.2749354,2.94539
8.3417021,2.57688
8.4084021,1.58279
8.4751688,-0.253464
8.5418688,-3.29081
8.6086355,-8.66083
8.6753355,-17.8826
8.7421022,-35.3314
8.8088022,-62.9034
8.8755689,-107.481
8.9422689,-160.229
9.0090356,-214.135
9.0757356,-240.268
9.1425023,-196.144
9.2092023,-69.1943
9.275969,123.019
9.342669,287.96
9.4094357,342.849
9.4761357,259.043
9.5429024,118.973
9.6096024,52.493
9.6763691,75.5145
9.7430691,95.2015
9.8098358,44.6249
9.8765358,-12.5402
9.9433025,-5.09134
10.0100025,19.6256
10.0767692,-3.46883
10.1434692,-26.7594
10.2102359,-7.29698
10.2769359,0.236061
10.3437026,-15.607
10.4104026,-7.72472
10.4771693,-2.09124
10.5438693,-17.7903
10.610636,-10.1509
10.677336,-1.99375
10.7441027,-20.0774
10.8108027,-13.1302
10.8775694,0.0367279
10.9442694,-14.5483
11.0110361,-12.5904
11.0777361,-6.15089
11.1445028,-11.3343
11.2112028,-6.48211
11.2779695,-12.2935
11.3446695,-12.5325
11.4114362,-2.33479
11.4781362,-12.5788
11.5449029,-12.8173
11.6116029,-7.78729
11.6783696,-10.3565
11.7450696,-8
11.8118363,-11.3751
11.8785363,-4.15622
11.945303,-0.160072
12.012003,-5.64268
12.0787697,-1.02523
12.1454697,-2.16425
12.2122364,-1.53497
12.2789364,-5.23853
12.3457031,-7.70939
12.4124031,-2.29605
12.4791698,-3.53992
12.5458698,-2.81947
12.6126365,-4.61375
12.6793365,-2.45042
12.7461032,-2.61459
12.8128032,-5.74913
12.8795699,-2.95819
12.9462699,-2.85028
13.0130366,-1.94118
13.0797366,-4.88105
13.1465033,-2.78762
13.2132033,-0.590424
13.27997,-1.64899
13.34667,-2.34492
13.4134367,-2.97351
13.4801367,-0.382095
13.5469034,-2.377
13.6136034,-2.04771
13.6803701,-1.49438
13.7470701,0.0198212
13.8138368,-0.712708
13.8805368,-1.31734
13.9473035,-0.157997
14.0140035,-0.138947
