Time,Empty,Time,Quartz Only,Time,Paper Only,Time,Quartz+Paper
9.7430691,0.844732,17.1505043,0.772003,10.2769359,0.771164,17.6843711,0.812508
9.8098358,0.697116,17.2172043,0.668732,10.3437026,0.75869,17.7510711,0.650589
9.8765358,0.804473,17.283971,-0.150581,10.4104026,0.714249,17.8178378,0.657921
9.9433025,1.01787,17.350671,-0.247849,10.4771693,0.638786,17.8845378,0.714294
10.0100025,0.909126,17.4174377,0.427734,10.5438693,0.783691,17.9513045,0.620522
10.0767692,0.634707,17.4841377,0.774857,10.610636,0.688141,18.0180045,0.605484
10.1434692,0.48206,17.5509044,0.259735,10.677336,0.635628,18.0847712,0.543388
10.2102359,0.385538,17.6176044,-0.507736,10.7441027,0.527145,18.1514712,0.32766
10.2769359,0.425663,17.6843711,-0.904839,10.8108027,0.59874,18.2182379,0.0635834
10.3437026,0.70511,17.7510711,-0.829002,10.8775694,0.683533,18.2849379,-0.0806427
10.4104026,0.614441,17.8178378,-0.524948,10.9442694,0.620461,18.3517046,-0.175339
10.4771693,0.376053,17.8845378,0.00814056,11.0110361,0.707619,18.4184046,-0.00819397
10.5438693,0.437602,17.9513045,-0.151039,11.0777361,0.803284,18.4851713,0.10923
10.610636,0.577277,18.0180045,-0.266518,11.1445028,0.71196,18.5518713,0.369545
10.677336,0.584999,18.0847712,0.288918,11.2112028,0.69632,18.618638,0.671089
10.7441027,0.637655,18.1514712,1.26172,11.2779695,0.571892,18.685338,1.00121
10.8108027,0.492085,18.2182379,1.91284,11.3446695,0.735146,18.7521047,1.60382
10.8775694,0.215424,18.2849379,1.80146,11.4114362,0.661079,18.8188047,1.75439
10.9442694,0.348323,18.3517046,1.18723,11.4781362,0.735794,18.8855714,1.5285
11.0110361,0.512878,18.4184046,0.492935,11.5449029,0.503113,18.9522714,1.178
11.0777361,0.310427,18.4851713,0.0332947,11.6116029,0.663643,19.0190381,0.957466
11.1445028,0.257613,18.5518713,0.0507584,11.6783696,0.488106,19.08575144,0.627113
11.2112028,0.258805,18.618638,-0.178673,11.7450696,0.465416,19.15248479,0.428551
11.2779695,0.328801,18.685338,-0.203613,11.8118363,0.536224,19.21921814,0.505722
11.3446695,0.254252,18.7521047,0.154121,11.8785363,0.354088,19.28595149,0.471519
11.4114362,0.214728,18.8188047,0.103844,11.945303,0.520103,19.35268484,0.43689
11.4781362,0.350643,18.8855714,0.0493851,12.012003,0.355919,19.41941819,0.543205
11.5449029,0.0769145,18.9522714,-0.0246658,12.0787697,0.428879,19.48615154,0.507545
11.6116029,-0.0730786,19.0190381,-0.259933,12.1454697,0.240685,19.55288489,0.47139
11.6783696,0.0143254,19.08575144,-0.383232,12.2122364,0.347366,19.61961824,0.304405
11.7450696,0.0139008,19.15248479,-0.0340805,12.2789364,0.221878,19.68635159,0.5084
11.8118363,-0.0405476,19.21921814,0.13308,12.3457031,0.149895,19.75308494,0.497566
11.8785363,-0.106394,19.28595149,-0.43145,12.4124031,0.142128,19.81981829,0.377357
11.945303,-0.179612,19.35268484,-0.228783,12.4791698,0.181717,19.88655164,0.356216
12.012003,-0.411969,19.41941819,-0.143059,12.5458698,-0.159081,19.95328499,0.165291
12.0787697,-0.272093,19.48615154,-0.609077,12.6126365,-0.00866699,20.02001834,0.148521
12.1454697,-0.121192,19.55288489,-0.745415,12.6793365,0.00674438,20.08675169,0.0864792
12.2122364,-0.161949,19.61961824,-0.432137,12.7461032,-0.124847,20.15348504,0.103661
12.2789364,-0.066219,19.68635159,0.0952377,12.8128032,-0.0523148,20.22021839,0.0824661
12.3457031,-0.334028,19.75308494,0.172295,12.8795699,-0.0518951,20.28695174,0.286095
12.4124031,-0.337464,19.81981829,-0.0341034,12.9462699,-0.191887,20.35368509,0.248589
12.4791698,-0.212042,19.88655164,-0.371033,13.0130366,-0.148468,20.42041844,0.00888062
12.5458698,-0.186807,19.95328499,-0.567039,13.0797366,-0.17411,20.48715179,-0.0346375
12.6126365,-0.287703,20.02001834,-0.221634,13.1465033,-0.120178,20.55388514,-0.0893936
12.6793365,-0.362118,20.08675169,0.133308,13.2132033,-0.253319,20.62061849,-0.0321045
12.7461032,-0.230111,20.15348504,-0.145813,13.27997,-0.269249,20.68735184,-0.0781479
12.8128032,-0.37033,20.22021839,-0.408356,13.34667,-0.17276,20.75408519,-0.0615997
12.8795699,-0.391591,20.28695174,-0.291557,13.4134367,-0.14267,20.82081854,-0.0917892
12.9462699,-0.149826,20.35368509,0.0035553,13.4801367,-0.170868,20.88755189,-0.159027
13.0130366,-0.0640259,20.42041844,-0.14772,13.5469034,0.0049057,20.95428524,-0.0914536
13.0797366,-0.0251422,20.48715179,0.0850677,13.6136034,0.0564575,21.02101859,0.127022
13.1465033,-0.00667237,20.55388514,0.154221,13.6803701,0.131172,21.08775194,0.109642
13.2132033,0.0290366,20.62061849,0.15329,13.7470701,0.208488,21.15448529,-0.0352478
13.27997,0.185446,20.68735184,0.148315,13.8138368,0.051857,21.22121864,0.115685
13.34667,0.0556709,20.75408519,0.131111,13.8805368,0.207947,21.28795199,0.101822
13.4134367,0.344725,20.82081854,0.114891,13.9473035,0.397102,21.35468534,-0.0169067
13.4801367,0.542282,20.88755189,0.513878,14.0140035,0.42292,21.42141869,0.158699
13.5469034,0.384065,20.95428524,0.810036,14.0807702,0.321632,21.48815204,0.331688
